Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
37205;SACHE;37190;SACHE;
37264;VALLERES;37190;VALLERES;
37271;VILLAINES LES ROCHERS;37190;VILLAINES LES ROCHERS;
37050;CHAMBRAY LES TOURS;37170;CHAMBRAY LES TOURS;
37001;ABILLY;37160;ABILLY;
37045;LA CELLE ST AVANT;37160;LA CELLE ST AVANT;
37080;CIVRAY SUR ESVES;37160;CIVRAY SUR ESVES;
37115;DESCARTES;37160;DESCARTES;
37145;MARCE SUR ESVES;37160;MARCE SUR ESVES;
37168;NEUILLY LE BRIGNON;37160;NEUILLY LE BRIGNON;
86042;BUXEUIL;37160;BUXEUIL;
37027;BLERE;37150;BLERE;
37070;CHENONCEAUX;37150;CHENONCEAUX;
37073;CHISSEAUX;37150;CHISSEAUX;
37079;CIVRAY DE TOURAINE;37150;CIVRAY DE TOURAINE;
37091;LA CROIX EN TOURAINE;37150;LA CROIX EN TOURAINE;
37096;DIERRE;37150;DIERRE;
37100;EPEIGNE LES BOIS;37150;EPEIGNE LES BOIS;
37110;FRANCUEIL;37150;FRANCUEIL;
37141;LUZILLE;37150;LUZILLE;
37024;BENAIS;37140;BENAIS;
37031;BOURGUEIL;37140;BOURGUEIL;
37058;LA CHAPELLE SUR LOIRE;37140;LA CHAPELLE SUR LOIRE;
37074;CHOUZE SUR LOIRE;37140;CHOUZE SUR LOIRE;
37120;INGRANDES DE TOURAINE;37140;INGRANDES DE TOURAINE;
37193;RESTIGNE;37140;RESTIGNE;
37228;ST NICOLAS DE BOURGUEIL;37140;ST NICOLAS DE BOURGUEIL;
37038;BREHEMONT;37130;BREHEMONT;
37056;LA CHAPELLE AUX NAUX;37130;LA CHAPELLE AUX NAUX;
37077;CINQ MARS LA PILE;37130;CINQ MARS LA PILE;
37102;LES ESSARDS;37130;LES ESSARDS;
37123;LANGEAIS;37130;LANGEAIS;
37128;LIGNIERES DE TOURAINE;37130;LIGNIERES DE TOURAINE;
37150;MAZIERES DE TOURAINE;37130;MAZIERES DE TOURAINE;
37227;ST MICHEL SUR LOIRE;37130;ST MICHEL SUR LOIRE;
37232;ST PATRICE;37130;ST PATRICE;
37007;ASSAY;37120;ASSAY;
37034;BRASLOU;37120;BRASLOU;
37035;BRAYE SOUS FAYE;37120;BRAYE SOUS FAYE;
37051;CHAMPIGNY SUR VEUDE;37120;CHAMPIGNY SUR VEUDE;
37065;CHAVEIGNES;37120;CHAVEIGNES;
37087;COURCOUE;37120;COURCOUE;
37105;FAYE LA VINEUSE;37120;FAYE LA VINEUSE;
37121;JAULNAY;37120;JAULNAY;
37125;LEMERE;37120;LEMERE;
37140;LUZE;37120;LUZE;
37148;MARIGNY MARMANDE;37120;MARIGNY MARMANDE;
37191;RAZINES;37120;RAZINES;
37196;RICHELIEU;37120;RICHELIEU;
37260;LA TOUR ST GELIN;37120;LA TOUR ST GELIN;
37268;VERNEUIL LE CHATEAU;37120;VERNEUIL LE CHATEAU;
37009;AUTRECHE;37110;AUTRECHE;
37010;AUZOUER EN TOURAINE;37110;AUZOUER EN TOURAINE;
37030;LE BOULAY;37110;LE BOULAY;
37063;CHATEAU RENAULT;37110;CHATEAU RENAULT;
37095;DAME MARIE LES BOIS;37110;DAME MARIE LES BOIS;
37106;LA FERRIERE;37110;LA FERRIERE;
37116;LES HERMITES;37110;LES HERMITES;
37155;MONTHODON;37110;MONTHODON;
37160;MORAND;37110;MORAND;
37169;NEUVILLE SUR BRENNE;37110;NEUVILLE SUR BRENNE;
37229;ST NICOLAS DES MOTETS;37110;ST NICOLAS DES MOTETS;
37240;SAUNAY;37110;SAUNAY;
37276;VILLEDOMER;37110;VILLEDOMER;
37261;TOURS;37100;TOURS;
37261;TOURS;37000;TOURS;
36042;CHASSENEUIL;36800;CHASSENEUIL;
36051;CHITRAY;36800;CHITRAY;
36106;LUZERET;36800;LUZERET;
36124;MIGNE;36800;MIGNE;
36144;NURET LE FERRON;36800;NURET LE FERRON;
36148;OULCHES;36800;OULCHES;
36161;LE PONT CHRETIEN CHABENET;36800;LE PONT CHRETIEN CHABENET;
36172;RIVARENNES;36800;RIVARENNES;
36192;ST GAULTIER;36800;ST GAULTIER;
36220;THENAY;36800;THENAY;
36008;ARPHEUILLES;36700;ARPHEUILLES;
36045;CHATILLON SUR INDRE;36700;CHATILLON SUR INDRE;
36054;CLERE DU BOIS;36700;CLERE DU BOIS;
36055;CLION;36700;CLION;
36074;FLERE LA RIVIERE;36700;FLERE LA RIVIERE;
36136;MURS;36700;MURS;
36188;ST CYRAN DU JAMBOT;36700;ST CYRAN DU JAMBOT;
36203;ST MEDARD;36700;ST MEDARD;
36225;LE TRANGER;36700;LE TRANGER;
36077;FONTGUENAND;36600;FONTGUENAND;
36092;LANGE;36600;LANGE;
36107;LYE;36600;LYE;
36228;VALENCAY;36600;VALENCAY;
36233;LA VERNELLE;36600;LA VERNELLE;
36235;VEUIL;36600;VEUIL;
36237;VICQ SUR NAHON;36600;VICQ SUR NAHON;
36244;VILLENTROIS;36600;VILLENTROIS;
36007;ARGY;36500;ARGY;
36031;BUZANCAIS;36500;BUZANCAIS;
36040;LA CHAPELLE ORTHEMALE;36500;LA CHAPELLE ORTHEMALE;
36050;CHEZELLES;36500;CHEZELLES;
36118;MEOBECQ;36500;MEOBECQ;
36139;NEUILLAY LES BOIS;36500;NEUILLAY LES BOIS;
36149;PALLUAU SUR INDRE;36500;PALLUAU SUR INDRE;
36193;STE GEMME;36500;STE GEMME;
36194;ST GENOU;36500;ST GENOU;
36198;ST LACTENCIN;36500;ST LACTENCIN;
36218;SOUGE;36500;SOUGE;
36232;VENDOEUVRES;36500;VENDOEUVRES;
36243;VILLEGOUIN;36500;VILLEGOUIN;
36017;LA BERTHENOUX;36400;LA BERTHENOUX;
36025;BRIANTES;36400;BRIANTES;
36043;CHASSIGNOLLES;36400;CHASSIGNOLLES;
36046;LA CHATRE;36400;LA CHATRE;
36091;LACS;36400;LACS;
36100;LOUROUER ST LAURENT;36400;LOUROUER ST LAURENT;
36109;LE MAGNY;36400;LE MAGNY;
36127;MONTGIVRAY;36400;MONTGIVRAY;
36130;MONTLEVICQ;36400;MONTLEVICQ;
36138;NERET;36400;NERET;
36143;NOHANT VIC;36400;NOHANT VIC;
36184;ST CHARTIER;36400;ST CHARTIER;
36186;ST CHRISTOPHE EN BOUCHERIE;36400;ST CHRISTOPHE EN BOUCHERIE;
36221;THEVET ST JULIEN;36400;THEVET ST JULIEN;
36234;VERNEUIL SUR IGNERAIE;36400;VERNEUIL SUR IGNERAIE;
36236;VICQ EXEMPLET;36400;VICQ EXEMPLET;
36016;BELABRE;36370;BELABRE;
36036;CHALAIS;36370;CHALAIS;
36094;LIGNAC;36370;LIGNAC;
36114;MAUVIERES;36370;MAUVIERES;
36168;PRISSAC;36370;PRISSAC;
36197;ST HILAIRE SUR BENAIZE;36370;ST HILAIRE SUR BENAIZE;
36072;FAVEROLLES;36360;FAVEROLLES;
36103;LUCAY LE MALE;36360;LUCAY LE MALE;
36101;LUANT;36350;LUANT;
36157;LA PEROUILLE;36350;LA PEROUILLE;
36056;CLUIS;36340;CLUIS;
36110;MAILLET;36340;MAILLET;
36111;MALICORNAY;36340;MALICORNAY;
36133;MOUHERS;36340;MOUHERS;
36009;ARTHON;36330;ARTHON;
36159;LE POINCONNET;36330;LE POINCONNET;
36231;VELLES;36330;VELLES;
36241;VILLEDIEU SUR INDRE;36320;VILLEDIEU SUR INDRE;
36015;BEAULIEU;36310;BEAULIEU;
36020;BONNEUIL;36310;BONNEUIL;
36035;CHAILLAC;36310;CHAILLAC;
36067;DUNET;36310;DUNET;
36223;TILLY;36310;TILLY;
36018;LE BLANC;36300;LE BLANC;
36053;CIRON;36300;CIRON;
36053;CIRON;36300;CIRON;SCOURY
36058;CONCREMIERS;36300;CONCREMIERS;
36066;DOUADIC;36300;DOUADIC;
36087;INGRANDES;36300;INGRANDES;
36165;POULIGNY ST PIERRE;36300;POULIGNY ST PIERRE;
36173;ROSNAY;36300;ROSNAY;
36176;RUFFEC;36300;RUFFEC;
36178;ST AIGNY;36300;ST AIGNY;
36010;AZAY LE FERRON;36290;AZAY LE FERRON;
36123;MEZIERES EN BRENNE;36290;MEZIERES EN BRENNE;
36145;OBTERRE;36290;OBTERRE;
36153;PAULNAY;36290;PAULNAY;
36204;ST MICHEL EN BRENNE;36290;ST MICHEL EN BRENNE;
36212;SAULNAY;36290;SAULNAY;
36246;VILLIERS;36290;VILLIERS;
36012;BARAIZE;36270;BARAIZE;
36014;BAZAIGES;36270;BAZAIGES;
36070;EGUZON CHANTOME;36270;EGUZON CHANTOME;
36070;EGUZON CHANTOME;36270;EGUZON CHANTOME;CHANTOME
36065;DIOU;36260;DIOU;
36125;MIGNY;36260;MIGNY;
36152;PAUDY;36260;PAUDY;
36171;REUILLY;36260;REUILLY;
36199;STE LIZAIGNE;36260;STE LIZAIGNE;
36205;ST PIERRE DE JARDS;36260;ST PIERRE DE JARDS;
36142;NIHERNE;36250;NIHERNE;
36202;ST MAUR;36250;ST MAUR;
36202;ST MAUR;36250;ST MAUR;VILLERS LES ORMES
36069;ECUEILLE;36240;ECUEILLE;
36082;GEHEE;36240;GEHEE;
36090;JEU MALOCHES;36240;JEU MALOCHES;
36166;PREAUX;36240;PREAUX;
36030;BUXIERES D AILLAC;36230;BUXIERES D AILLAC;
36078;FOUGEROLLES;36230;FOUGEROLLES;
36084;GOURNAY;36230;GOURNAY;
36108;LYS ST GEORGES;36230;LYS ST GEORGES;
36120;MERS SUR INDRE;36230;MERS SUR INDRE;
36129;MONTIPOURET;36230;MONTIPOURET;
36141;NEUVY ST SEPULCHRE;36230;NEUVY ST SEPULCHRE;
36189;ST DENIS DE JOUHET;36230;ST DENIS DE JOUHET;
36210;SARZAY;36230;SARZAY;
36226;TRANZAULT;36230;TRANZAULT;
36076;FONTGOMBAULT;36220;FONTGOMBAULT;
36096;LINGE;36220;LINGE;
36104;LURAIS;36220;LURAIS;
36105;LUREUIL;36220;LUREUIL;
36113;MARTIZAY;36220;MARTIZAY;
36119;MERIGNY;36220;MERIGNY;
36137;NEONS SUR CREUSE;36220;NEONS SUR CREUSE;
36167;PREUILLY LA VILLE;36220;PREUILLY LA VILLE;
36213;SAUZELLES;36220;SAUZELLES;
36224;TOURNON ST MARTIN;36220;TOURNON ST MARTIN;
36004;ANJOUIN;36210;ANJOUIN;
36011;BAGNEUX;36210;BAGNEUX;
36034;CHABRIS;36210;CHABRIS;
36068;DUN LE POELIER;36210;DUN LE POELIER;
36115;MENETOU SUR NAHON;36210;MENETOU SUR NAHON;
36147;ORVILLE;36210;ORVILLE;
36162;POULAINES;36210;POULAINES;
36185;ST CHRISTOPHE EN BAZELLE;36210;ST CHRISTOPHE EN BAZELLE;
36217;SEMBLECAY;36210;SEMBLECAY;
36229;VAL FOUZON;36210;VAL FOUZON;VARENNES SUR FOUZON
36229;VAL FOUZON;36210;VAL FOUZON;PARPECAY
36229;VAL FOUZON;36210;VAL FOUZON;STE CECILE
36006;ARGENTON SUR CREUSE;36200;ARGENTON SUR CREUSE;
36022;BOUESSE;36200;BOUESSE;
36032;CEAULMONT;36200;CEAULMONT;
36033;CELON;36200;CELON;
36048;CHAVIN;36200;CHAVIN;
36117;LE MENOUX;36200;LE MENOUX;
36131;MOSNAY;36200;MOSNAY;
36154;LE PECHEREAU;36200;LE PECHEREAU;
36158;BADECON LE PIN;36200;BADECON LE PIN;
36200;ST MARCEL;36200;ST MARCEL;
36219;TENDU;36200;TENDU;
36062;CUZION;36190;CUZION;
36081;GARGILESSE DAMPIERRE;36190;GARGILESSE DAMPIERRE;
36146;ORSENNES;36190;ORSENNES;
36160;POMMIERS;36190;POMMIERS;
36207;ST PLANTAIRE;36190;ST PLANTAIRE;
36080;FREDILLE;36180;FREDILLE;
36086;HEUGNES;36180;HEUGNES;
36155;PELLEVOISIN;36180;PELLEVOISIN;
36216;SELLES SUR NAHON;36180;SELLES SUR NAHON;
36047;LA CHATRE LANGLIN;36170;LA CHATRE LANGLIN;
36049;CHAZELET;36170;CHAZELET;
36134;MOUHET;36170;MOUHET;
36150;PARNAC;36170;PARNAC;
36174;ROUSSINES;36170;ROUSSINES;
36177;SACIERGES ST MARTIN;36170;SACIERGES ST MARTIN;
36182;ST BENOIT DU SAULT;36170;ST BENOIT DU SAULT;
36187;ST CIVRAN;36170;ST CIVRAN;
36196;ST GILLES;36170;ST GILLES;
36239;VIGOUX;36170;VIGOUX;
36038;CHAMPILLET;36160;CHAMPILLET;
36073;FEUSINES;36160;FEUSINES;
36095;LIGNEROLLES;36160;LIGNEROLLES;
36132;LA MOTTE FEUILLY;36160;LA MOTTE FEUILLY;
36156;PERASSAY;36160;PERASSAY;
36163;POULIGNY NOTRE DAME;36160;POULIGNY NOTRE DAME;
36164;POULIGNY ST MARTIN;36160;POULIGNY ST MARTIN;
36208;STE SEVERE SUR INDRE;36160;STE SEVERE SUR INDRE;
36214;SAZERAY;36160;SAZERAY;
36227;URCIERS;36160;URCIERS;
36238;VIGOULANT;36160;VIGOULANT;
36240;VIJON;36160;VIJON;
36002;AIZE;36150;AIZE;
36029;BUXEUIL;36150;BUXEUIL;
36041;LA CHAPELLE ST LAURIAN;36150;LA CHAPELLE ST LAURIAN;
36075;FONTENAY;36150;FONTENAY;
36083;GIROUX;36150;GIROUX;
36085;GUILLY;36150;GUILLY;
36097;LINIEZ;36150;LINIEZ;
36102;LUCAY LE LIBRE;36150;LUCAY LE LIBRE;
36116;MENETREOLS SOUS VATAN;36150;MENETREOLS SOUS VATAN;
36122;MEUNET SUR VATAN;36150;MEUNET SUR VATAN;
36170;REBOURSIN;36150;REBOURSIN;
36191;ST FLORENTIN;36150;ST FLORENTIN;
36230;VATAN;36150;VATAN;
36001;AIGURANDE;36140;AIGURANDE;
36028;LA BUXERETTE;36140;LA BUXERETTE;
36060;CREVANT;36140;CREVANT;
36061;CROZON SUR VAUVRE;36140;CROZON SUR VAUVRE;
36099;LOURDOUEIX ST MICHEL;36140;LOURDOUEIX ST MICHEL;
36126;MONTCHEVRIER;36140;MONTCHEVRIER;
36057;COINGS;36130;COINGS;
36063;DEOLS;36130;DEOLS;
36064;DIORS;36130;DIORS;
36128;MONTIERCHAUME;36130;MONTIERCHAUME;
36003;AMBRAULT;36120;AMBRAULT;
36005;ARDENTES;36120;ARDENTES;
36019;BOMMIERS;36120;BOMMIERS;
36071;ETRECHET;36120;ETRECHET;
36089;JEU LES BOIS;36120;JEU LES BOIS;
36112;MARON;36120;MARON;
36169;PRUNIERS;36120;PRUNIERS;
36180;ST AOUT;36120;ST AOUT;
36211;SASSIERGES ST GERMAIN;36120;SASSIERGES ST GERMAIN;
36013;BAUDRES;36110;BAUDRES;
36023;BOUGES LE CHATEAU;36110;BOUGES LE CHATEAU;
36024;BRETAGNE;36110;BRETAGNE;
36026;BRION;36110;BRION;
36079;FRANCILLON;36110;FRANCILLON;
36093;LEVROUX;36110;LEVROUX;ST MARTIN DE LAMPS
36093;LEVROUX;36110;LEVROUX;
36135;MOULINS SUR CEPHONS;36110;MOULINS SUR CEPHONS;
36175;ROUVRES LES BOIS;36110;ROUVRES LES BOIS;
36206;ST PIERRE DE LAMPS;36110;ST PIERRE DE LAMPS;
36242;VILLEGONGIS;36110;VILLEGONGIS;
36247;VINEUIL;36110;VINEUIL;
36021;LES BORDES;36100;LES BORDES;
36027;BRIVES;36100;BRIVES;
36037;LA CHAMPENOISE;36100;LA CHAMPENOISE;
36052;CHOUDAY;36100;CHOUDAY;
36059;CONDE;36100;CONDE;
36088;ISSOUDUN;36100;ISSOUDUN;
36098;LIZERAY;36100;LIZERAY;
36121;MEUNET PLANCHES;36100;MEUNET PLANCHES;
36140;NEUVY PAILLOUX;36100;NEUVY PAILLOUX;
36179;ST AOUSTRILLE;36100;ST AOUSTRILLE;
36181;ST AUBIN;36100;ST AUBIN;
36190;STE FAUSTE;36100;STE FAUSTE;
36195;ST GEORGES SUR ARNON;36100;ST GEORGES SUR ARNON;
36209;ST VALENTIN;36100;ST VALENTIN;
36215;SEGRY;36100;SEGRY;
36222;THIZAY;36100;THIZAY;
36248;VOUILLON;36100;VOUILLON;
36044;CHATEAUROUX;36000;CHATEAUROUX;
35361;LE VIVIER SUR MER;35960;LE VIVIER SUR MER;
35033;BOURG DES COMPTES;35890;BOURG DES COMPTES;
35139;LAILLE;35890;LAILLE;
35181;LE MINIHIC SUR RANCE;35870;LE MINIHIC SUR RANCE;
35120;GEVEZE;35850;GEVEZE;
35135;IRODOUER;35850;IRODOUER;
35144;LANGAN;35850;LANGAN;
35216;PARTHENAY DE BRETAGNE;35850;PARTHENAY DE BRETAGNE;
35245;ROMILLE;35850;ROMILLE;
35024;BETTON;35830;BETTON;
35093;DINARD;35800;DINARD;
35256;ST BRIAC SUR MER;35800;ST BRIAC SUR MER;
35287;ST LUNAIRE;35800;ST LUNAIRE;
35241;LA RICHARDAIS;35780;LA RICHARDAIS;
35352;VERN SUR SEICHE;35770;VERN SUR SEICHE;
35189;MONTGERMONT;35760;MONTGERMONT;
35278;ST GREGOIRE;35760;ST GREGOIRE;
35026;BLERUAIS;35750;BLERUAIS;
35133;IFFENDIC;35750;IFFENDIC;
35277;ST GONLAY;35750;ST GONLAY;
35290;ST MALON SUR MEL;35750;ST MALON SUR MEL;
35295;ST MAUGAN;35750;ST MAUGAN;
35210;PACE;35740;PACE;
35228;PLEURTUIT;35730;PLEURTUIT;
35147;LANHELIN;35720;LANHELIN;
35225;PLESDER;35720;PLESDER;
35226;PLEUGUENEUC;35720;PLEUGUENEUC;
35308;ST PIERRE DE PLESGUEN;35720;ST PIERRE DE PLESGUEN;
35344;TRESSE;35720;TRESSE;
35238;RENNES;35700;RENNES;
35001;ACIGNE;35690;ACIGNE;
35014;BAIS;35680;BAIS;
35053;CHANCE;35680;CHANCE;
35097;DOMALAIN;35680;DOMALAIN;
35161;LOUVIGNE DE BAIS;35680;LOUVIGNE DE BAIS;
35198;MOULINS;35680;MOULINS;
35350;VERGEAL;35680;VERGEAL;
35064;LA CHAPELLE DE BRAIN;35660;LA CHAPELLE DE BRAIN;
35064;LA CHAPELLE DE BRAIN;35660;LA CHAPELLE DE BRAIN;BRAIN SUR VILAINE
35145;LANGON;35660;LANGON;
35237;RENAC;35660;RENAC;
35240;LE RHEU;35650;LE RHEU;MOIGNE
35240;LE RHEU;35650;LE RHEU;
35077;CHELUN;35640;CHELUN;
35103;EANCE;35640;EANCE;
35114;FORGES LA FORET;35640;FORGES LA FORET;
35167;MARTIGNE FERCHAUD;35640;MARTIGNE FERCHAUD;
35058;LA CHAPELLE CHAUSSEE;35630;LA CHAPELLE CHAUSSEE;
35130;HEDE BAZOUGES;35630;HEDE BAZOUGES;
35130;HEDE BAZOUGES;35630;HEDE BAZOUGES;BAZOUGES SOUS HEDE
35134;LES IFFS;35630;LES IFFS;
35146;LANGOUET;35630;LANGOUET;
35258;ST BRIEUC DES IFFS;35630;ST BRIEUC DES IFFS;
35276;ST GONDRAN;35630;ST GONDRAN;
35317;ST SYMPHORIEN;35630;ST SYMPHORIEN;
35356;VIGNOC;35630;VIGNOC;
35106;ERCE EN LAMEE;35620;ERCE EN LAMEE;
35332;TEILLAY;35620;TEILLAY;
35222;PLEINE FOUGERES;35610;PLEINE FOUGERES;
35247;ROZ SUR COUESNON;35610;ROZ SUR COUESNON;
35248;SAINS;35610;SAINS;
35270;ST GEORGES DE GREHAIGNE;35610;ST GEORGES DE GREHAIGNE;
35329;SOUGEAL;35610;SOUGEAL;
35339;TRANS LA FORET;35610;TRANS LA FORET;
35354;VIEUX VIEL;35610;VIEUX VIEL;
35013;BAINS SUR OUST;35600;BAINS SUR OUST;
35236;REDON;35600;REDON;
35294;STE MARIE;35600;STE MARIE;
35065;LA CHAPELLE THOUARAULT;35590;LA CHAPELLE THOUARAULT;
35081;CLAYES;35590;CLAYES;
35131;L HERMITAGE;35590;L HERMITAGE;
35275;ST GILLES;35590;ST GILLES;
35016;BAULON;35580;BAULON;
35123;GOVEN;35580;GOVEN;
35126;GUICHEN;35580;GUICHEN;
35126;GUICHEN;35580;GUICHEN;PONT REAN
35127;GUIGNEN;35580;GUIGNEN;
35149;LASSY;35580;LASSY;
35312;ST SENOUX;35580;ST SENOUX;
35004;ANTRAIN;35560;ANTRAIN;
35019;BAZOUGES LA PEROUSE;35560;BAZOUGES LA PEROUSE;
35113;LA FONTENELLE;35560;LA FONTENELLE;
35164;MARCILLE RAOUL;35560;MARCILLE RAOUL;
35205;NOYAL SOUS BAZOUGES;35560;NOYAL SOUS BAZOUGES;
35242;RIMOU;35560;RIMOU;
35309;ST REMY DU PLAIN;35560;ST REMY DU PLAIN;
35045;BRUC SUR AFF;35550;BRUC SUR AFF;
35151;LIEURON;35550;LIEURON;
35155;LOHEAC;35550;LOHEAC;
35219;PIPRIAC;35550;PIPRIAC;
35268;ST GANTON;35550;ST GANTON;
35285;ST JUST;35550;ST JUST;
35328;SIXT SUR AFF;35550;SIXT SUR AFF;
35179;MINIAC MORVAN;35540;MINIAC MORVAN;VIEUX BOURG
35179;MINIAC MORVAN;35540;MINIAC MORVAN;
35224;PLERGUER;35540;PLERGUER;
35362;LE TRONCHET;35540;LE TRONCHET;
35039;BRECE;35530;BRECE;
35207;NOYAL SUR VILAINE;35530;NOYAL SUR VILAINE;
35327;SERVON SUR VILAINE;35530;SERVON SUR VILAINE;
35059;LA CHAPELLE DES FOUGERETZ;35520;LA CHAPELLE DES FOUGERETZ;
35173;MELESSE;35520;MELESSE;
35177;LA MEZIERE;35520;LA MEZIERE;
35193;MONTREUIL LE GAST;35520;MONTREUIL LE GAST;
35051;CESSON SEVIGNE;35510;CESSON SEVIGNE;
35015;BALAZE;35500;BALAZE;
35052;CHAMPEAUX;35500;CHAMPEAUX;
35061;LA CHAPELLE ERBREE;35500;LA CHAPELLE ERBREE;
35087;CORNILLE;35500;CORNILLE;
35105;ERBREE;35500;ERBREE;
35194;MONTREUIL SOUS PEROUSE;35500;MONTREUIL SOUS PEROUSE;
35229;POCE LES BOIS;35500;POCE LES BOIS;
35252;ST AUBIN DES LANDES;35500;ST AUBIN DES LANDES;
35300;ST M HERVE;35500;ST M HERVE;
35330;TAILLIS;35500;TAILLIS;
35360;VITRE;35500;VITRE;
35075;CHAUVIGNE;35490;CHAUVIGNE;
35118;GAHARD;35490;GAHARD;
35244;ROMAZY;35490;ROMAZY;
35326;SENS DE BRETAGNE;35490;SENS DE BRETAGNE;
35355;VIEUX VY SUR COUESNON;35490;VIEUX VY SUR COUESNON;
35176;GUIPRY MESSAC;35480;GUIPRY MESSAC;
35176;GUIPRY MESSAC;35480;GUIPRY MESSAC;GUIPRY
35289;ST MALO DE PHILY;35480;ST MALO DE PHILY;
35012;BAIN DE BRETAGNE;35470;BAIN DE BRETAGNE;
35202;LA NOE BLANCHE;35470;LA NOE BLANCHE;
35221;PLECHATEL;35470;PLECHATEL;LE CHATELLIER
35221;PLECHATEL;35470;PLECHATEL;
35011;BAILLE;35460;BAILLE;
35083;COGLES;35460;COGLES;
35191;MONTOURS;35460;MONTOURS;
35257;ST BRICE EN COGLES;35460;ST BRICE EN COGLES;
35267;ST ETIENNE EN COGLES;35460;ST ETIENNE EN COGLES;
35292;ST MARC LE BLANC;35460;ST MARC LE BLANC;
35303;ST OUEN LA ROUERIE;35460;ST OUEN LA ROUERIE;
35323;LA SELLE EN COGLES;35460;LA SELLE EN COGLES;
35336;LE TIERCENT;35460;LE TIERCENT;
35341;TREMBLAY;35460;TREMBLAY;
35101;DOURDAIN;35450;DOURDAIN;
35141;LANDAVRAN;35450;LANDAVRAN;
35154;LIVRE SUR CHANGEON;35450;LIVRE SUR CHANGEON;
35170;MECE;35450;MECE;
35347;VAL D IZE;35450;VAL D IZE;
35094;DINGE;35440;DINGE;
35110;FEINS;35440;FEINS;
35128;GUIPEL;35440;GUIPEL;
35195;MONTREUIL SUR ILLE;35440;MONTREUIL SUR ILLE;
35070;CHATEAUNEUF D ILLE ET VILAINE;35430;CHATEAUNEUF D ILLE ET VILAINE;
35279;ST GUINOUX;35430;ST GUINOUX;
35284;ST JOUAN DES GUERETS;35430;ST JOUAN DES GUERETS;
35306;ST PERE;35430;ST PERE;
35314;ST SULIAC;35430;ST SULIAC;
35358;LA VILLE ES NONAIS;35430;LA VILLE ES NONAIS;
35018;LA BAZOUGE DU DESERT;35420;LA BAZOUGE DU DESERT;
35111;LE FERRE;35420;LE FERRE;
35162;LOUVIGNE DU DESERT;35420;LOUVIGNE DU DESERT;
35174;MELLE;35420;MELLE;
35190;MONTHAULT;35420;MONTHAULT;
35230;POILLEY;35420;POILLEY;
35271;ST GEORGES DE REINTEMBAULT;35420;ST GEORGES DE REINTEMBAULT;
35357;VILLAMEE;35420;VILLAMEE;
35069;CHATEAUGIRON;35410;CHATEAUGIRON;
35099;DOMLOUP;35410;DOMLOUP;
35204;NOUVOITOU;35410;NOUVOITOU;
35209;OSSE;35410;OSSE;
35254;ST AUBIN DU PAVAIL;35410;ST AUBIN DU PAVAIL;
35288;ST MALO;35400;ST MALO;
35288;ST MALO;35400;ST MALO;ROTHENEUF
35288;ST MALO;35400;ST MALO;PARAME
35288;ST MALO;35400;ST MALO;ST SERVAN SUR MER
35288;ST MALO;35400;ST MALO;CHATEAU MALO
35098;LA DOMINELAIS;35390;LA DOMINELAIS;
35124;GRAND FOUGERAY;35390;GRAND FOUGERAY;
35249;STE ANNE SUR VILAINE;35390;STE ANNE SUR VILAINE;
35316;ST SULPICE DES LANDES;35390;ST SULPICE DES LANDES;
35169;MAXENT;35380;MAXENT;
35211;PAIMPONT;35380;PAIMPONT;
35223;PLELAN LE GRAND;35380;PLELAN LE GRAND;
35305;ST PERAN;35380;ST PERAN;
35340;TREFFENDEL;35380;TREFFENDEL;
35006;ARGENTRE DU PLESSIS;35370;ARGENTRE DU PLESSIS;
35038;BREAL SOUS VITRE;35370;BREAL SOUS VITRE;
35042;BRIELLES;35370;BRIELLES;
35109;ETRELLES;35370;ETRELLES;
35119;GENNES SUR SEICHE;35370;GENNES SUR SEICHE;
35183;MONDEVERT;35370;MONDEVERT;
35217;LE PERTRE;35370;LE PERTRE;
35272;ST GERMAIN DU PINEL;35370;ST GERMAIN DU PINEL;
35338;TORCE;35370;TORCE;
35027;BOISGERVILLY;35360;BOISGERVILLY;
35060;LA CHAPELLE DU LOU DU LAC;35360;LA CHAPELLE DU LOU DU LAC;LE LOU DU LAC
35060;LA CHAPELLE DU LOU DU LAC;35360;LA CHAPELLE DU LOU DU LAC;
35143;LANDUJAN;35360;LANDUJAN;
35171;MEDREAC;35360;MEDREAC;
35184;MONTAUBAN DE BRETAGNE;35360;MONTAUBAN DE BRETAGNE;
35301;ST M HERVON;35360;ST M HERVON;
35320;ST UNIAC;35360;ST UNIAC;
35122;LA GOUESNIERE;35350;LA GOUESNIERE;
35263;ST COULOMB;35350;ST COULOMB;
35299;ST MELOIR DES ONDES;35350;ST MELOIR DES ONDES;
35031;LA BOUEXIERE;35340;LA BOUEXIERE;
35107;ERCE PRES LIFFRE;35340;ERCE PRES LIFFRE;
35152;LIFFRE;35340;LIFFRE;
35035;BOVEL;35330;BOVEL;
35046;LES BRULAIS;35330;LES BRULAIS;
35048;CAMPEL;35330;CAMPEL;
35057;LA CHAPELLE BOUEXIC;35330;LA CHAPELLE BOUEXIC;
35084;COMBLESSAC;35330;COMBLESSAC;
35160;LOUTEHEL;35330;LOUTEHEL;
35168;MAURE DE BRETAGNE;35330;MAURE DE BRETAGNE;
35175;MERNEL;35330;MERNEL;
35311;ST SEGLIN;35330;ST SEGLIN;
